primaryID,secondaryID
Q82912483,Q110624595
Q66194,Q11773807
Q66194,Q12168787
Q179996,Q65293297
Q209241,Q5734188
Q407280,Q12690253
Q411175,Q86009914
Q411317,Q19759587
Q413370,Q15639361
Q418758,Q105091161
Q426549,Q49857268
Q439099,Q7595747
Q439099,Q10930681
Q439099,Q76416830
Q617126,Q27162289
Q907939,Q104253021
Q908702,Q21657126
Q1209394,Q25323765
Q85746641,Q73589399
Q106890823,Q72504575
Q106890823,Q106890868
Q108702082,Q17161941
Q1230226,Q11812385
Q1230226,Q12540666
Q1230226,Q19366021
Q1327815,Q20480499
Q1327815,Q56708982
Q1364871,Q6174985
Q1364871,Q13043714
Q1364871,Q97264711
Q15269711,Q31749234
Q15410282,Q5676926
Q15410885,Q72516737
Q15426267,Q72485210
Q15628142,Q18456565
Q15628142,Q27110381
Q15633277,Q97376950
Q15634134,Q72509384
Q15725701,Q27284040
Q15726184,Q27146463
Q16897539,Q27107059
Q18209791,Q76512011
Q18226455,Q23034944
Q18324709,Q27265031
Q18398302,Q65167410
Q20054531,Q27107157
Q27134979,Q43397060
Q27136996,Q72440858
Q27136939,Q72493329
Q27136994,Q72440815
Q27137057,Q27265507
Q27137725,Q72494035
Q27138814,Q65225271
Q82944273,Q58228788
Q27163527,Q72506445
Q27147895,Q117040008
Q27149725,Q72508959
Q21099244,Q89628802
Q21547157,Q27162055
Q21994864,Q27116239
Q22330463,Q72487289
Q22829062,Q27252113
Q22977245,Q27094513
Q22977245,Q110899052
Q23449332,Q45410424
Q24757839,Q81981374
Q25105561,Q27251614
Q25323792,Q83079013
Q26998375,Q28209794
Q27070849,Q72492298
Q27075304,Q19520643
Q27077120,Q27105160
Q27077120,Q29463669
Q27089247,Q28688838
Q27089419,Q31190423
Q26998354,Q44115454
Q27102874,Q72483520
Q27103541,Q72482119
Q27165473,Q72496958
Q27237315,Q106041692
Q27270059,Q76084475
Q28091398,Q72467281
Q31190428,Q67880017
Q27166151,Q72481032
Q27166349,Q72458073
Q27166410,Q72437931
Q27166591,Q27088390
Q27151398,Q27278387
Q27155400,Q28209262
Q27155418,Q72481520
Q27155575,Q65163433
Q27155622,Q72443030
Q27116560,Q1035379
Q27095059,Q27466693
Q27095533,Q25399199
Q27095533,Q105161441
Q27096705,Q59284678
Q27098246,Q28209775
Q27101874,Q72482297
Q27103050,Q72470518
Q27103090,Q28410838
Q27103578,Q28209615
Q82860474,Q97704017
Q27166769,Q72504088
Q27166789,Q72487014
Q27166865,Q72497830
Q27167100,Q48790998
Q37864045,Q58232396
Q55781166,Q4493346
Q55781166,Q85952580
Q63410014,Q63410078
Q63412490,Q63412491
Q27159910,Q72480429
Q27160645,Q28209562
Q1416224,Q12642431
Q2069698,Q97167711
Q2069797,Q6093818
Q2069797,Q50573443
Q2396216,Q27109004
Q3221490,Q5666504
Q3995932,Q72509389
Q4069962,Q1985619
Q4463083,Q6152686
Q4493247,Q13113598
Q4493247,Q25523941
Q4501376,Q14849835
Q5732068,Q12019494
Q5732068,Q17983579
Q5732068,Q19722195
Q8485944,Q72504610
Q15410230,Q105120019
Q15634141,Q72461923
Q18479302,Q60646320
Q18555422,Q20966545
Q27156475,Q72481209
Q27139082,Q72482122
Q27154974,Q98205922
Q27260574,Q89546469
Q27104004,Q109356755
Q27104943,Q109328860
Q27105423,Q28209789
Q72444231,Q76506853
Q72499976,Q109312258
Q76708691,Q2362501
Q27161892,Q30587733
Q82037684,Q82926471
Q27290582,Q47533062
Q39045983,Q82925741
Q82943311,Q57749359
Q27108663,Q105009084
Q27109362,Q119022004
Q27113960,Q55603281
Q27116222,Q65224763
Q27116641,Q31840042
Q27116935,Q27990969
Q27185969,Q72452278
Q72439517,Q24806507
Q72480351,Q104196969
Q27126506,Q72496533
Q27188788,Q72483893
Q68541106,Q16387574
Q68541106,Q16856908
Q27158972,Q72461425
Q27108568,Q117317685
Q27253646,Q24666172
Q27256314,Q39045903
Q27261000,Q108570884
Q27159567,Q65224475
Q27159575,Q65224184
Q27197086,Q105453569
Q27896580,Q55378846
Q27949026,Q23035019
Q44176507,Q57584002
Q76817747,Q4492146
Q76817747,Q103863012
Q77566670,Q100146261
Q81976941,Q103843900
Q82022785,Q83004288
Q27117291,Q72482447
Q27119774,Q65096130
Q27120750,Q72443624
Q27121907,Q112221389
Q27186574,Q72495946
Q27187053,Q72494751
Q72512570,Q28687757
Q81988190,Q82006373
Q82006131,Q82855155
Q82046697,Q82877895
Q27124163,Q72466416
Q27124179,Q72506305
Q27124353,Q72485450
Q106369671,Q82970054
Q27279527,Q116312031
Q27280996,Q107215399
Q28603617,Q72508975
Q50308749,Q55614146
Q27207315,Q72491800
Q82653035,Q83006404
Q192466,Q12460951
Q206229,Q1365353
Q206229,Q12328443
Q206229,Q16314964
Q412994,Q72439294
Q416025,Q72492495
Q419067,Q3409751
Q419067,Q103863709
Q424294,Q15645067
Q424294,Q20816997
Q424294,Q61132167
Q662511,Q118323804
Q795991,Q72445370
Q903824,Q65163299
Q912807,Q1034412
Q912807,Q1034412
Q912807,Q11089414
Q912807,Q11089414
Q912807,Q12781172
Q912807,Q12781172
Q912807,Q13430367
Q912807,Q13430367
Q912807,Q97215459
Q912807,Q97215459
Q912807,Q110290383
Q912807,Q110290383
Q1169561,Q118758426
Q2271580,Q7451911
Q2402182,Q103863841
Q2468815,Q3151066
Q2813812,Q27124332
Q3347765,Q4797553
Q3347765,Q64827884
Q3347765,Q64827893
Q3347765,Q86004518
Q3540343,Q104250235
Q3571092,Q10372869
Q3680915,Q86006001
Q27252427,Q72509192
Q27252436,Q110770104
Q27252552,Q65224149
Q27252633,Q63441399
Q77250128,Q2823244
Q77250128,Q27103411
Q82015590,Q82860977
Q82030431,Q82940383
Q82035913,Q82991898
Q104720519,Q106683996
Q105219572,Q48996380
Q27253798,Q72468413
Q27253799,Q25099936
Q27254008,Q28132003
Q27254008,Q72490526
Q27264629,Q97261211
Q27264817,Q27868357
Q27265191,Q39045863
